campaign_name,campaign_id,impressions,clicks,spend,date_start,date_stop,age,gender,spend_eur
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,1,0,0,2023-07-27,2025-03-18,18-24,unknown,0.0
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,16,2,0.299869,2023-07-27,2025-03-18,25-34,female,0.28787424
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,92,4,0.859623,2023-07-27,2025-03-18,25-34,male,0.82523808
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,1,0,0.019991,2023-07-27,2025-03-18,25-34,unknown,0.019191359999999998
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,22,0,0.299869,2023-07-27,2025-03-18,35-44,female,0.28787424
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,229,16,3.338536,2023-07-27,2025-03-18,35-44,male,3.20499456
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,1,0,0,2023-07-27,2025-03-18,35-44,unknown,0.0
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,61,2,0.779658,2023-07-27,2025-03-18,45-54,female,0.74847168
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,676,42,9.14599,2023-07-27,2025-03-18,45-54,male,8.780150399999998
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,9,5,0.259886,2023-07-27,2025-03-18,45-54,unknown,0.24949056
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,114,6,2.698817,2023-07-27,2025-03-18,55-64,female,2.59086432
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,1531,120,27.5979,2023-07-27,2025-03-18,55-64,male,26.493983999999998
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,9,1,0.339851,2023-07-27,2025-03-18,55-64,unknown,0.32625696
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,81,4,1.269443,2023-07-27,2025-03-18,65+,female,1.21866528
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,1861,165,43.730826,2023-07-27,2025-03-18,65+,male,41.98159296
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,120217273545000719,9,8,0.389829,2023-07-27,2025-03-18,65+,unknown,0.37423584
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,10,0,0.05,2023-07-27,2025-03-18,18-24,female,0.048
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,1,0,0.01,2023-07-27,2025-03-18,18-24,male,0.0096
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,55,1,0.61,2023-07-27,2025-03-18,25-34,female,0.5856
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,4,0,0.03,2023-07-27,2025-03-18,25-34,male,0.0288
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,1,0,0,2023-07-27,2025-03-18,25-34,unknown,0.0
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,180,7,2.43,2023-07-27,2025-03-18,35-44,female,2.3328
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,5,0,0,2023-07-27,2025-03-18,35-44,male,0.0
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,4,0,0.02,2023-07-27,2025-03-18,35-44,unknown,0.0192
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,467,8,7.09,2023-07-27,2025-03-18,45-54,female,6.8064
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,12,0,0.11,2023-07-27,2025-03-18,45-54,male,0.1056
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,5,1,0.1,2023-07-27,2025-03-18,45-54,unknown,0.096
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,573,11,7.47,2023-07-27,2025-03-18,55-64,female,7.1712
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,19,0,0.13,2023-07-27,2025-03-18,55-64,male,0.1248
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,2,0,0.09,2023-07-27,2025-03-18,55-64,unknown,0.08639999999999999
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,255,15,3.76,2023-07-27,2025-03-18,65+,female,3.6095999999999995
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,17,0,0.15,2023-07-27,2025-03-18,65+,male,0.144
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,120217274417320719,2,0,0.06,2023-07-27,2025-03-18,65+,unknown,0.0576
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,30,0,0.169837,2023-07-27,2025-03-18,18-24,female,0.16304351999999997
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,16,0,0.029971,2023-07-27,2025-03-18,18-24,male,0.02877216
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,5,0,0.029971,2023-07-27,2025-03-18,18-24,unknown,0.02877216
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,248,4,1.878196,2023-07-27,2025-03-18,25-34,female,1.8030681599999998
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,63,4,0.649376,2023-07-27,2025-03-18,25-34,male,0.6234009599999999
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,6,0,0.029971,2023-07-27,2025-03-18,25-34,unknown,0.02877216
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,465,12,5.374839,2023-07-27,2025-03-18,35-44,female,5.15984544
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,42,0,0.289722,2023-07-27,2025-03-18,35-44,male,0.27813311999999996
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,7,0,0,2023-07-27,2025-03-18,35-44,unknown,0.0
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,1117,25,11.758708,2023-07-27,2025-03-18,45-54,female,11.28835968
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,146,3,1.208839,2023-07-27,2025-03-18,45-54,male,1.16048544
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,28,1,0.199808,2023-07-27,2025-03-18,45-54,unknown,0.19181568000000002
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,1943,89,25.625393,2023-07-27,2025-03-18,55-64,female,24.600377279999996
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,170,0,1.538523,2023-07-27,2025-03-18,55-64,male,1.47698208
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,14,2,0.119885,2023-07-27,2025-03-18,55-64,unknown,0.1150896
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,1865,123,32.129147,2023-07-27,2025-03-18,65+,female,30.843981120000002
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,374,3,2.087995,2023-07-27,2025-03-18,65+,male,2.0044752
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,120217274638230719,10,0,0.189818,2023-07-27,2025-03-18,65+,unknown,0.18222528
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,7,0,0.01997,2023-07-27,2025-03-18,18-24,female,0.0191712
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,14,0,0.279576,2023-07-27,2025-03-18,18-24,male,0.26839295999999996
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,16,0,0.099849,2023-07-27,2025-03-18,25-34,female,0.09585503999999999
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,77,2,0.668985,2023-07-27,2025-03-18,25-34,male,0.6422256000000001
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,1,0,0,2023-07-27,2025-03-18,25-34,unknown,0.0
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,12,0,0.079879,2023-07-27,2025-03-18,35-44,female,0.07668384
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,89,2,0.758849,2023-07-27,2025-03-18,35-44,male,0.72849504
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,1,0,0,2023-07-27,2025-03-18,35-44,unknown,0.0
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,41,1,0.599091,2023-07-27,2025-03-18,45-54,female,0.57512736
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,188,3,2.266562,2023-07-27,2025-03-18,45-54,male,2.1758995199999998
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,2,0,0.079879,2023-07-27,2025-03-18,45-54,unknown,0.07668384
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,106,0,1.138273,2023-07-27,2025-03-18,55-64,female,1.09274208
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,528,26,9.245976,2023-07-27,2025-03-18,55-64,male,8.87613696
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,5,0,0.039939,2023-07-27,2025-03-18,55-64,unknown,0.03834144
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,150,6,1.717395,2023-07-27,2025-03-18,65+,female,1.6486992
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,1421,103,29.015989,2023-07-27,2025-03-18,65+,male,27.85534944
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,120217275166390719,11,3,0.139788,2023-07-27,2025-03-18,65+,unknown,0.13419647999999998
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,26,2,0.20956,2023-07-27,2025-03-18,18-24,female,0.20117759999999998
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,10,0,0.059874,2023-07-27,2025-03-18,18-24,male,0.057479039999999995
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,2,0,0.019958,2023-07-27,2025-03-18,18-24,unknown,0.01915968
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,97,2,0.768388,2023-07-27,2025-03-18,25-34,female,0.7376524799999999
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,24,2,0.758409,2023-07-27,2025-03-18,25-34,male,0.7280726399999999
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,2,0,0.019958,2023-07-27,2025-03-18,25-34,unknown,0.01915968
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,139,3,1.806211,2023-07-27,2025-03-18,35-44,female,1.73396256
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,21,0,0.119749,2023-07-27,2025-03-18,35-44,male,0.11495903999999998
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,4,0,0.029937,2023-07-27,2025-03-18,35-44,unknown,0.028739519999999998
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,419,12,5.189113,2023-07-27,2025-03-18,45-54,female,4.98154848
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,75,1,1.017864,2023-07-27,2025-03-18,45-54,male,0.97714944
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,12,0,0.10977,2023-07-27,2025-03-18,45-54,unknown,0.1053792
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,875,29,14.559454,2023-07-27,2025-03-18,55-64,female,13.97707584
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,124,3,1.117655,2023-07-27,2025-03-18,55-64,male,1.0729488
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,5,0,0.089812,2023-07-27,2025-03-18,55-64,unknown,0.08621952
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,1282,60,24.139355,2023-07-27,2025-03-18,65+,female,23.173780799999996
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,259,12,2.13552,2023-07-27,2025-03-18,65+,male,2.0500992
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,120217275646110719,17,1,0.279414,2023-07-27,2025-03-18,65+,unknown,0.26823744
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,12,1,0.04,2023-07-27,2025-03-18,18-24,female,0.0384
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,1,0,0,2023-07-27,2025-03-18,18-24,male,0.0
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,4,1,0.01,2023-07-27,2025-03-18,18-24,unknown,0.0096
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,39,4,0.31,2023-07-27,2025-03-18,25-34,female,0.2976
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,11,2,0.01,2023-07-27,2025-03-18,25-34,male,0.0096
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,6,2,0.03,2023-07-27,2025-03-18,25-34,unknown,0.0288
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,98,2,0.94,2023-07-27,2025-03-18,35-44,female,0.9023999999999999
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,13,1,0.08,2023-07-27,2025-03-18,35-44,male,0.0768
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,2,0,0.03,2023-07-27,2025-03-18,35-44,unknown,0.0288
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,811,35,4.68,2023-07-27,2025-03-18,45-54,female,4.4928
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,22,1,0.19,2023-07-27,2025-03-18,45-54,male,0.1824
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,19,3,0.17,2023-07-27,2025-03-18,45-54,unknown,0.1632
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,1621,111,9.86,2023-07-27,2025-03-18,55-64,female,9.465599999999998
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,43,3,0.12,2023-07-27,2025-03-18,55-64,male,0.1152
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,12,0,0.03,2023-07-27,2025-03-18,55-64,unknown,0.0288
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,1379,159,9.07,2023-07-27,2025-03-18,65+,female,8.7072
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,88,6,0.44,2023-07-27,2025-03-18,65+,male,0.4224
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,120217278665590719,7,0,0.1,2023-07-27,2025-03-18,65+,unknown,0.096
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,2,0,0.02,2023-07-27,2025-03-18,18-24,female,0.0192
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,3,0,0.01,2023-07-27,2025-03-18,18-24,male,0.0096
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,1,0,0,2023-07-27,2025-03-18,18-24,unknown,0.0
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,1,0,0,2023-07-27,2025-03-18,25-34,female,0.0
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,19,0,0.26,2023-07-27,2025-03-18,25-34,male,0.2496
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,1,0,0,2023-07-27,2025-03-18,25-34,unknown,0.0
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,13,0,0.15,2023-07-27,2025-03-18,35-44,female,0.144
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,21,1,0.28,2023-07-27,2025-03-18,35-44,male,0.26880000000000004
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,25,0,0.82,2023-07-27,2025-03-18,45-54,female,0.7871999999999999
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,86,5,2.69,2023-07-27,2025-03-18,45-54,male,2.5824
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,53,3,0.79,2023-07-27,2025-03-18,55-64,female,0.7584
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,326,13,4.65,2023-07-27,2025-03-18,55-64,male,4.464
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,1,0,0.01,2023-07-27,2025-03-18,55-64,unknown,0.0096
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,86,3,1.76,2023-07-27,2025-03-18,65+,female,1.6896
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,890,73,16.11,2023-07-27,2025-03-18,65+,male,15.465599999999998
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,120217279486300719,4,4,0.08,2023-07-27,2025-03-18,65+,unknown,0.0768
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,13,1,0.16,2023-07-27,2025-03-18,18-24,female,0.1536
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,1,0,0,2023-07-27,2025-03-18,18-24,male,0.0
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,34,1,0.51,2023-07-27,2025-03-18,25-34,female,0.4896
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,5,0,0.05,2023-07-27,2025-03-18,25-34,male,0.048
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,86,5,1.37,2023-07-27,2025-03-18,35-44,female,1.3152000000000001
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,6,0,0.05,2023-07-27,2025-03-18,35-44,male,0.048
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,158,1,2.22,2023-07-27,2025-03-18,45-54,female,2.1312
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,17,0,0.16,2023-07-27,2025-03-18,45-54,male,0.1536
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,4,0,0.03,2023-07-27,2025-03-18,45-54,unknown,0.0288
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,456,28,6.92,2023-07-27,2025-03-18,55-64,female,6.643199999999999
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,22,0,0.07,2023-07-27,2025-03-18,55-64,male,0.06720000000000001
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,7,0,0.06,2023-07-27,2025-03-18,55-64,unknown,0.0576
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,782,49,12.4,2023-07-27,2025-03-18,65+,female,11.904
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,86,4,0.4,2023-07-27,2025-03-18,65+,male,0.384
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,120217279961370719,4,0,0.04,2023-07-27,2025-03-18,65+,unknown,0.0384
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,20,1,0.189759,2023-07-27,2025-03-18,18-24,female,0.18216864
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,8,0,0.019975,2023-07-27,2025-03-18,18-24,male,0.019176
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,3,0,0.039949,2023-07-27,2025-03-18,18-24,unknown,0.038351039999999996
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,102,14,0.928821,2023-07-27,2025-03-18,25-34,female,0.8916681599999999
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,21,0,0.139823,2023-07-27,2025-03-18,25-34,male,0.13423008
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,5,0,0.009987,2023-07-27,2025-03-18,25-34,unknown,0.009587519999999999
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,269,6,1.877617,2023-07-27,2025-03-18,35-44,female,1.80251232
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,22,1,0.129835,2023-07-27,2025-03-18,35-44,male,0.1246416
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,6,1,0.049937,2023-07-27,2025-03-18,35-44,unknown,0.04793952
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,1555,39,13.223219,2023-07-27,2025-03-18,45-54,female,12.694290239999999
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,59,0,0.459417,2023-07-27,2025-03-18,45-54,male,0.44104032
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,33,1,0.189759,2023-07-27,2025-03-18,45-54,unknown,0.18216864
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,2613,158,26.306616,2023-07-27,2025-03-18,55-64,female,25.25435136
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,117,2,0.968771,2023-07-27,2025-03-18,55-64,male,0.93002016
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,12,1,0.179772,2023-07-27,2025-03-18,55-64,unknown,0.17258111999999998
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,1969,148,24.638733,2023-07-27,2025-03-18,65+,female,23.653183679999998
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,183,8,1.438175,2023-07-27,2025-03-18,65+,male,1.3806479999999999
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,120217281104970719,17,1,0.129835,2023-07-27,2025-03-18,65+,unknown,0.1246416
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,11,3,0.15,2023-07-27,2025-03-18,18-24,female,0.144
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,4,0,0.02,2023-07-27,2025-03-18,18-24,unknown,0.0192
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,32,1,0.28,2023-07-27,2025-03-18,25-34,female,0.26880000000000004
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,9,0,0.09,2023-07-27,2025-03-18,25-34,male,0.08639999999999999
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,3,0,0.02,2023-07-27,2025-03-18,25-34,unknown,0.0192
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,46,2,0.46,2023-07-27,2025-03-18,35-44,female,0.4416
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,9,3,0.08,2023-07-27,2025-03-18,35-44,male,0.0768
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,1,1,0.01,2023-07-27,2025-03-18,35-44,unknown,0.0096
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,210,8,2.02,2023-07-27,2025-03-18,45-54,female,1.9392
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,7,0,0.07,2023-07-27,2025-03-18,45-54,male,0.06720000000000001
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,8,1,0.05,2023-07-27,2025-03-18,45-54,unknown,0.048
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,842,45,8.05,2023-07-27,2025-03-18,55-64,female,7.728000000000001
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,42,2,0.31,2023-07-27,2025-03-18,55-64,male,0.2976
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,120217281829030719,10,0,0.12,2023-07-27,2025-03-18,55-64,unknown,0.1152
