,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count
14 FEBRUARY - Elegant Heart Button Cardigan - 1.53 - SINGLE PRODUCT,Elegant Heart Button Cardigan,https://dd3662-08.myshopify.com/products/819312895992004608,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-9.342000000000006,-23.763736263736277,1.2706043956043955,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-9.342000000000006,-23.763736263736277,1.2706043956043955,39.312000000000005,3633.0,124.0,3.413157170382604,0.8064516129032258,100.0,0.0,39.312000000000005,-18.702702702702716,-18.702702702702716,,
14 FEBRUARY - Breathable Lightweight Casual Lace-up Shoes - 1.53 - SINGLE PRODUCT,Breathable Lightweight Casual Lace-up Shoes,https://dd3662-08.myshopify.com/products/819323505639161856,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.604799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.604799999999997,-100.0,0.0,24.604799999999997,2352.0,55.0,2.33843537414966,0.0,0.0,0.0,,,,,
14 FEBRUARY - Warm Fleece Hat - 1.43 - SINGLE PRODUCT,Warm Fleece Hat,https://dd3662-08.myshopify.com/products/819597936269721600,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.2704,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2704,-100.0,0.0,23.2704,3431.0,30.0,0.8743806470416788,0.0,0.0,0.0,,,,,
14 FEBRUARY - Women's Double-breasted Coat and Pants Set - 1.59 - SINGLE PRODUCT,Women's Double-breasted Coat and Pants Set,https://dd3662-08.myshopify.com/products/819597922369798144,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.2992,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.2992,-100.0,0.0,23.2992,2021.0,67.0,3.3151904997525974,0.0,0.0,0.0,,,,,
14 FEBRUARY - Elite Winter Clothing Set - 1.59 - SINGLE PRODUCT,Elite Winter Clothing Set,https://dd3662-08.myshopify.com/products/819597944205344768,2025-02-14 00:00:00+00:00,2025-02-21 00:00:00+00:00,719.5500000000001,9.0,79.95,287.82000000000005,431.73,52.80840000000006,13.936497681842383,1.8989416280307065,0.0,0.0,719.5500000000001,9.0,79.95,287.82000000000005,431.73,52.80840000000006,13.936497681842383,1.8989416280307065,378.92159999999996,57209.0,1782.0,3.114894509605132,0.5050505050505051,100.0,0.0,42.102399999999996,7.33908692933084,7.33908692933084,,
15 FEBRUARY - Crystal Star Dress - 1.57 - SINGLE PRODUCT,Crystal Star Dress,https://dd3662-08.myshopify.com/products/819597982113464320,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-36.038399999999996,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.038399999999996,-100.0,0.0,36.038399999999996,6573.0,414.0,6.29849383842994,0.0,0.0,0.0,,,,,
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_1,Elegant Floral Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_2,Premium Elegant Wrap Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_3,Organic Summer Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_4,Long Sleeved Lace Maxi Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_5,Elegant Asymmetrical Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_6,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_7,Elegant Ruffled Evening Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_8,Premium Midi Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_9,Formal High Quality Midi Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_10,Comfortable Elegant Pleated Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION__PRODUCT_11,Premium Asymmetrical Elegant Dress,https://dd3662-08.myshopify.com/collections/c22-ads-collection-february-12,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-5.248581818181818,-100.0,0.0,32.69090909090909,0.7272727272727273,32.69090909090909,0.7272727272727273,44.949999999999996,13.076363636363636,19.61454545454545,14.365963636363633,273.7113402061855,6.228522336769759,5.248581818181818,429.45454545454544,15.454545454545455,3.598645215918713,0.0,0.0,100.0,,,43.94482758620689,15 FEBRUARY- C22 ADS Collection (February 12) - COLLECTION,11.0
15 FEBRUARY - Elegant Lace Jumpsuit - 1.57 - SINGLE PRODUCT,Elegant Lace Jumpsuit,https://dd3662-08.myshopify.com/products/820034790286688256,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,54.95,1.0,54.95,21.980000000000004,32.97,9.229199999999999,38.874848362312974,2.31458080603855,0.0,0.0,54.95,1.0,54.95,21.980000000000004,32.97,9.229199999999999,38.874848362312974,2.31458080603855,23.7408,1998.0,49.0,2.4524524524524525,2.0408163265306123,100.0,0.0,23.7408,16.79563239308462,16.79563239308462,,
15 FEBRUARY - Comfy Block-heeled Loafers - 1.57 - SINGLE PRODUCT,Comfy Block-heeled Loafers,https://dd3662-08.myshopify.com/products/820034782359453696,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.577599999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.577599999999997,-100.0,0.0,23.577599999999997,2152.0,43.0,1.9981412639405203,0.0,0.0,0.0,,,,,
15 FEBRUARY - Turtleneck Sweater and Pants Lounge Set - 1.57 - SINGLE PRODUCT,Turtleneck Sweater and Pants Lounge Set,https://dd3662-08.myshopify.com/products/820034779746402304,2025-02-15 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.6064,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.6064,-100.0,0.0,23.6064,1568.0,63.0,4.017857142857143,0.0,0.0,0.0,,,,,
16 FEBRUARY - Casual Long Sleeve and Jogging Pants Set - 1.53 - SINGLE PRODUCT,Casual Long Sleeve and Jogging Pants Set,https://dd3662-08.myshopify.com/products/820034785123500032,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-0.0779999999999994,-0.25958466453673923,1.6623402555910545,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-0.0779999999999994,-0.25958466453673923,1.6623402555910545,30.048,2762.0,104.0,3.7653874004344683,0.9615384615384616,100.0,0.0,30.048,-0.15615615615615497,-0.15615615615615497,,
16 FEBRUARY - Smooth Silk Satin Shirt - 1.43 - SINGLE PRODUCT,Smooth Silk Satin Shirt,https://dd3662-08.myshopify.com/products/781264077212090368,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.766399999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.766399999999997,-100.0,0.0,25.766399999999997,2356.0,83.0,3.5229202037351444,0.0,0.0,0.0,,,,,
16 FEBRUARY - Trendy Leather Hobo Tote Bag - 1.48 - SINGLE PRODUCT,Trendy Leather Hobo Tote Bag [No Sales Found],,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.872,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.872,-100.0,0.0,25.872,2680.0,52.0,1.9402985074626864,0.0,0.0,0.0,,,,,
16 FEBRUARY - Safety Leather Ankle Boots - 1.59 - SINGLE PRODUCT,Safety Leather Ankle Boots,https://dd3662-08.myshopify.com/products/820034798490746880,2025-02-16 00:00:00+00:00,2025-02-23 00:00:00+00:00,359.7,6.0,59.949999999999996,143.88,215.82,40.76400000000001,23.286262681656165,2.0547710446942693,0.0,0.0,359.7,6.0,59.949999999999996,143.88,215.82,40.76400000000001,23.286262681656165,2.0547710446942693,175.05599999999998,26185.0,421.0,1.6077907198777928,1.4251781472684086,100.0,0.0,29.176,11.332777314428693,11.332777314428693,,
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_1,Cozy Floral Art Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_2,Warm Colorful Sun Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_3,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_4,Soft Handcrafted Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_5,Premium Wool Turtleneck Handcrafted Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_6,Premium Knit Red Sun Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_7,Soft Knit DiamondTurtleneck Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_8,Warm Handmade Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_9,Multicolor Cloud and Sun Vintage Hoodie,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION__PRODUCT_10,Multicolor Roadtrip Retro Hoodie,https://dd3662-08.myshopify.com/collections/c23-ads-collection-february-18,2025-02-19 00:00:00+00:00,2025-02-26 00:00:00+00:00,3.995,0.1,39.95,1.5980000000000003,2.397,-7.9623599999999985,-76.86150495783522,0.3856415840360795,4.495,0.1,8.49,0.2,42.45,3.396,5.094,-5.265359999999999,-50.8270781206561,0.819548697989065,10.359359999999999,1035.5,47.0,4.53887011105746,0.2127659574468085,47.05535924617197,52.94464075382803,103.59359999999998,-199.30813516896114,-62.018374558303876,19 FEBRUARY- C23 ADS (Feb 18)- COLLECTION,10.0
20 FEBRUARY - Elegant Warm Puffer Jacket - 1.52 - SINGLE PRODUCT,Elegant Warm Puffer Jacket,https://dd3662-08.myshopify.com/products/8-217047236429742e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-41.731199999999994,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.731199999999994,-100.0,0.0,41.731199999999994,4568.0,101.0,2.2110332749562174,0.0,0.0,0.0,,,,,
20 FEBRUARY - Rainbow Striped Zip-up Jacket - 1.55 - SINGLE PRODUCT,Rainbow Striped Zip-up Jacket,https://dd3662-08.myshopify.com/products/8-217047313688822e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.9232,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.9232,-100.0,0.0,23.9232,3161.0,51.0,1.6134134767478645,0.0,0.0,0.0,,,,,
20 FEBRUARY - Comfortable and Loose Pants - 1.47 - SINGLE PRODUCT,Comfortable and Loose Pants,https://dd3662-08.myshopify.com/products/8-217046352773775e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.318399999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.318399999999997,-100.0,0.0,23.318399999999997,2553.0,38.0,1.4884449667058364,0.0,0.0,0.0,,,,,
20 FEBRUARY - Corduroy Button-down Jacket - 1.55 - SINGLE PRODUCT,Corduroy Button-down Jacket,https://dd3662-08.myshopify.com/products/8-217046460567388e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.865599999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.865599999999997,-100.0,0.0,23.865599999999997,4948.0,43.0,0.8690379951495554,0.0,0.0,0.0,,,,,
20 FEBRUARY - Windproof Pants - 1.60 - SINGLE PRODUCT,Windproof Pants,https://dd3662-08.myshopify.com/products/8-217046372738662e-17,2025-02-20 00:00:00+00:00,2025-02-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.671999999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.671999999999997,-100.0,0.0,24.671999999999997,2358.0,53.0,2.247667514843087,0.0,0.0,0.0,,,,,
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_1,Stripe Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_2,Mushroom Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_3,Purple and Yellow Flower Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_4,Stars and Stripe Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_5,Leopard Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION__PRODUCT_6,Vibrant Flower Print Vintage Boho Pants,https://dd3662-08.myshopify.com/collections/c25-ads-collection-february-20,2025-02-21 00:00:00+00:00,2025-02-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.690514285714286,-100.0,0.0,3.690514285714286,412.57142857142856,7.285714285714286,1.7659279778393353,0.0,0.0,0.0,,,,21 FEBRUARY- C25 ADS Collection (February 20) - COLLECTION,14.0
