,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count,Total Refunds,Total Refund Value,Refund Rate,Total Disputes,Dispute Rate,Top Refund Reasons
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_14,Classic Fur-lined Leather Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_15,Gentleman Button-down Cardigan,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_16,Elegant Hooded Zip Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_17,Waterproof and Windproof Down Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_18,Classic Warm Quilted Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_19,Winter Leather Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_20,Men's Elegant Zip Jacket,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH__PRODUCT_21,Plaid Warm Jacket for Men,https://dd3662-08.myshopify.com/collections/c26-ads-collection-february-20,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,9.040476190476191,0.14285714285714285,63.28333333333334,3.616190476190477,5.424285714285714,1.2537714285714285,30.062753480214838,2.167712558003581,4.754761904761905,0.09523809523809523,13.795238095238098,0.23809523809523808,57.94000000000001,5.518095238095239,8.277142857142858,4.106628571428573,98.46815740436263,3.307802623406044,4.170514285714286,225.57142857142858,17.857142857142858,7.916402786573781,0.8,65.53331032102174,34.46668967897825,29.193600000000004,13.868422438767446,29.768450120814638,27 FEBRUARY- C26 ADS Collection (February 20) - COLLECTION - RELAUNCH,21.0,,,,,,
26 FEBRUARY - Radiant Denim Maxi Dress  - 1.60 - SINGLE PRODUCT,Radiant Denim Maxi Dress,https://dd3662-08.myshopify.com/products/822904745290104832,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-21.2256,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.2256,-100.0,0.0,21.2256,1612.0,43.0,2.6674937965260543,0.0,0.0,0.0,,,,,,,,,,,
26 FEBRUARY - Classic Suede Fleece-lined Jacket - 1.54 - SINGLE PRODUCT,Classic Suede Fleece-lined Jacket,https://dd3662-08.myshopify.com/products/822904755318685696,2025-02-26 00:00:00+00:00,2025-03-05 00:00:00+00:00,59.95,1.0,59.95,23.980000000000004,35.97,-44.0076,-55.0249069739527,0.7495848837674549,0.0,0.0,59.95,1.0,59.95,23.980000000000004,35.97,-44.0076,-55.0249069739527,0.7495848837674549,79.9776,6549.0,266.0,4.06168880745152,0.37593984962406013,100.0,0.0,79.9776,-73.40717264386988,-73.40717264386988,,,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_1,Men's Sweater With Checked Design,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_2,Stylish Men's Sweater,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_3,Men's Sweater with Diamond Design,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_4,Cool Men's Sweater,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_5,Men's Sweater With Stripe Design,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_6,Waffle Knit Crewneck Sweater,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_7,Cool Men's Sweater,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_8,Men's Sweater with Diamond Pattern,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_9,Premium Men's Vest,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION__PRODUCT_10,Half-Zip Men's Sweater,https://dd3662-08.myshopify.com/collections/c27-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,0.0,0.0,15.985000000000003,0.3,53.28333333333334,6.394000000000001,9.591000000000001,5.160600000000001,116.48158179848325,3.6080263633080545,4.4304,266.9,14.6,5.47021356313226,2.054794520547945,100.0,0.0,14.767999999999999,32.284016265248674,32.284016265248674,27 FEBRUARY- C27 ADS Collection (February 24) - COLLECTION,10.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_1,Retro Wave Pattern Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_2,Retro Knitted Fall Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_3,Cozy Mohair Knit Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_4,Ethnic Retro Hooded Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_5,Cozy Floral Art Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_6,Gray Sheep Print Knitted Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_7,Multi Stripe Winter Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_8,Warm Knitted Comfy Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_9,Soft Cozy Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_10,Fall Luxe Checkered Knit Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_11,Bi-color Turtleneck Knitted Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_12,Elegant Stripe Color Block Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_13,Herringbone Pattern Turtleneck Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_14,Classic Fall-Winter Knitted Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_15,Leopard Print Sweater,https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION__PRODUCT_16,"Comfortable, Knitted, Soft Turtleneck Sweater",https://dd3662-08.myshopify.com/collections/c28-ads-collection-february-24,2025-02-27 00:00:00+00:00,2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458,-100.0,0.0,3.1458,212.0625,7.9375,3.7430002947244327,0.0,0.0,0.0,,,,27 FEBRUARY-  C28 ADS Collection (February 24) - COLLECTION,16.0,,,,,,
28 FEBRUARY - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,4.904399999999999,19.566258138644194,1.9927709689774034,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,4.904399999999999,19.566258138644194,1.9927709689774034,25.0656,4188.0,331.0,7.903533906399236,0.3021148036253776,100.0,0.0,25.0656,9.818618618618617,9.818618618618617,,,,,,,,
28 FEBRUARY - Elegant Casual Shirt  - 1.68 - SINGLE PRODUCT,Elegant Casual Shirt,https://dd3662-08.myshopify.com/products/823939178185097216,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.5248,-100.0,0.0,99.9,2.0,99.9,2.0,49.95,39.96000000000001,59.94,33.4152,125.9771986970684,3.7662866449511405,26.5248,1532.0,102.0,6.657963446475196,0.0,0.0,100.0,,,33.44864864864864,,,,,,,,
28 FEBRUARY - Trendy Fashionable Art Printed Shirt  - 1.47 - SINGLE PRODUCT,Trendy Fashionable Art Printed Shirt,https://dd3662-08.myshopify.com/products/823939122547654656,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.4624,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.4624,-100.0,0.0,23.4624,1681.0,89.0,5.29446757882213,0.0,0.0,0.0,,,,,,,,,,,
28 FEBRUARY -  Elegant Single-button Wool Coat - 1.54 - SINGLE PRODUCT,Elegant Single-button Wool Coat,https://dd3662-08.myshopify.com/products/823939176662564864,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-68.0832,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0832,-100.0,0.0,68.0832,7014.0,381.0,5.431993156544055,0.0,0.0,0.0,,,,,,,,,,,
28 FEBRUARY - Classic Floral Button-down Shirt - 1.54 - SINGLE PRODUCT,Classic Floral Button-down Shirt,https://dd3662-08.myshopify.com/products/824294251511676928,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,27.983999999999998,3030.0,212.0,6.996699669966996,0.4716981132075472,100.0,0.0,27.983999999999998,-2.255839822024462,-2.255839822024462,,,,,,,,
2 MARCH - Short Button-down Wool Coat  - 1.51 - SINGLE PRODUCT -  RELAUNCH,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-03-02 00:00:00+00:00,2025-03-09 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,131.48160000000001,12561.0,509.0,4.052225141310405,0.19646365422396855,100.0,0.0,131.48160000000001,-203.22642642642643,-203.22642642642643,,,,,,,,
